"REVIEW_NUM","USER_NUM","WINE_NUM","REVIEW_CONTENT","REVIEW_DATE","REVIEW_RATING","REVIEW_COUNT_LIKE"
3490,612,43,"진한 루비색/체리, 브램블, 오크, 딜, 삼나무, 송로버섯, 가죽, 코코넛 껍질, 발사믹 향./중간++ 미세 입자 탄닌과 유사한 산도 수준. 1음, 2음, 3음은 완벽한 조화를 이루며 춤을 춘다. 이것은 비록 생명이 많이 남았지만, 지금은 절묘하게 균형잡혀 있고 술도 잘 마신다. 소비의 즐거움.
블랙베리, 홍매실, 카시스, 초콜릿, 바닐라, 감초, 시가 박스, 후추, 고소한 우마미의 맛은 메모와 같습니다.
등급: 92-93","May 2, 2021",4,21
3491,2427,43,"처음에는 약간 내성적이었지만 나중에는 풍부한 베리 브램블 향기가 퍼졌다. 오크나무는 미묘했지만 연한 흙빛 안장향이 있었다. 2시간 동안 데커링했다. 부유한 고다 균형. 좋은 보르도처럼","Jan 10, 2021",3.5,0
3492,2428,43,"만신창이군 빨간 과일, 체리, 참나무 쪽지. 길고 매끄러운 마무리. 잘 구조되었다 - 과일과 오크나무 사이의 균형이 더 잘 잡힌 보다 현대적인 리오자.","Oct 22, 2016",4.5,4
3493,1582,43,"체리와 검은 딸기. 부드러운 벨벳과 매우 쉽고 균형 잡힌 음료. 향신료, 술 얼음, 오크, 바닐라 주석. 복잡한 맛 그리고 몇 가지.","Sep 23, 2018",4,75
3494,1667,43,"Rioja의 다크 체리 레드, 오크나무, 오크나무, 후추, 딸기류, 중간 정도의 저강도, 우수한 구조, 롱 마감 및 우수한 블렌드(90% Tempranillo, 10% Gracianoy Garnach)...","Jan 4, 2015",4.5,19
3495,1646,43,"멋진 리오자 보호구역입니다. 강렬한 빨간 과일 향과 과일 포워드. 우아하고 특별히 실크 같은 마감. 언제나 한턱내라!","Nov 30, 2018",4.5,8
3496,433,43,"이 와인은 저장고가 좋다. 성숙한 빨간 과일, 연한 향신료, 발라믹. 빨간 과일을 곁들인 입천장에 연한 향신료. 뒷맛이 뛰어남","Jan 29, 2017",4.5,7
3497,2429,43,"짙은 자주색 빨강. 많은 빨간 과일, 딸기, 딸기. 리베라 냄새가 난다. 10살이고 정말 맛있어요. 타닌이 사라졌고 이 와인은 최고조에 달했다.","Feb 24, 2020",4,2
3498,421,43,"멋진 리오자 주변이야. 부드러운 빨간 과일이 바닐라 언더톤과 균형을 이룬 여전히 젊다. 탄닌을 보충하다. 훌륭한 와인입니다. 시원한 곳에서 마시는 게 더 좋아요.","Nov 8, 2015",4.5,1
3499,2430,43,"체리, 바닐라, 옅은 훈제. 식감이 좋다. 건조하고, 약간 쫄깃쫄깃하고, 딱 좋아요! 풍부한 빨간 과일이 빛나고 길고 촉감이 땅처럼 복잡한 마감이다. 이거 하루종일 마실 수 있어.","May 9, 2021",4.5,7
3500,2431,43,"콧날이 세고 성숙해졌죠 코와 미각이 동시에 움직입니다. 자두, 흑류, 산딸기 & 블랙베리, 거슬리지 않는 바닐라, 밑에 있는 마구간 휘핑, 가죽, 달콤한 감초. 건조하고 신선한 산도, 비교적 높은 탄닌, 전신이지만 우아한 롱 마감. 굿모던 리오자","Oct 23, 2015",4,8
3501,1332,43,"처음부터 각 계층에 영향을 미치는 균형과 제어 수준이 있습니다. 말린 꽃의 흔적이 있는 흙 같은 향은 코 뒤쪽으로 이어지는 반면, 중간 크기의 미각은 산딸기, 크랜베리, 블랙베리 컴포트의 흔적을 보여준다. 활발한 산도와 정제된 탄닌은 진화하는 흙 같은 존재로 담배, 참나무 및 나무 연기의 이차적인 특징을 두드러지게 합니다. 강한 미네랄이 빨간 과일 피니시에 곁들여집니다.","Mar 19, 2020",4,39
3502,2432,43,"90% 템프라닐로, 10% 그라시아노.
중간 루비색, 중간 코의 빨간 체리와 산딸기.
건조, 중간 산도, 잘 통합된 탄닌, 강렬한 체리 향 + 라즈베리 & 약간의 오크. 돈에 비할 데 없는 가치를 제공하는 아름다운 와인. 빵과 올리브 오일과 짝을 이루면 시너지 효과가 폭발한다. 긴 마무리.","Jul 1, 2015",4,46
3503,2433,43,"다시 매우 좋다. 과일, 체리, 참나무, 향신료. 개봉된 병에 하루 종일 담으면 과일도 신선함도 전혀 섭취하지 않고 부드러워진다.","Jul 6, 2017",4.5,2
3504,2434,43,"체리 오크나무와 약간의 바닐카 노트로 입 안을 가득 채운 고운 실크 탄닌, 멋진 산도, 훌륭한 건조 마감의 중간 전신","Nov 3, 2019",4,4
3505,2435,43,"와인 만찬에서 이걸 마셨지 셀라 다음에 나온 거야 이 와인은 프랑스산 오크나무에서 12개월 숙성된 후 출시되기 전에 병에서 24개월 더 숙성되었다. 신선하고 강렬한 발육 코, 붉은 체리, 허브, 중간에서 전신까지, 중간 정도의 탄닌, 14.5%의 높은 알코올. 미각보다 코가 더 복잡해져서 균형 잡힌 와인.","Sep 30, 2015",4,10
3506,2433,43,"강렬한 과일, 빨간 체리, 참나무, 향신료, 그리고 약간의 보라색 빛깔. 균형잡히고 통합된 탄닌이지만 젊음.","Jul 5, 2017",4.5,1
3507,2025,43,"신선한 빨간 과일, 레드 체리, 라즈베리, 레드 커런트, 제비꽃, 초콜릿, 계피, 바닐라, 민트, 오크, 베이컨으로 가득찬 전신.","Jul 24, 2020",4,32
3508,888,43,"색상: 가장자리가 보라색인 진한 검정색 루비
향: 연한 참나무 향신료 블랙커런트&붉은 체리 코코아 키스
맛:익은 검고 달콤한 블랙커런트 & 코코아 촉감 빨간 체리","May 2, 2017",3.5,187
3509,906,43,"중간 루비 색상의 와인.
체리, 홍매실, 딸기잼, 적포도주, 체리 튀김, 초콜릿 향.
산도가 높고 균형 잡힌 와인.","Aug 27, 2020",4,44
3510,2436,43,"블랙베리, 딸기, 체리, 초콜릿, 바닐라, 오크, 자두, 전신, 매우 가치 있는 템포 와인","Apr 3, 2019",4.5,0
3511,2437,43,"아름다운 짙은 루비색. 장미 향기. 산도가 좋고 탄닌이 중간 정도입니다. 라즈베리, 딸기 및 흙 연기 맛과 홍차의 맛","Apr 20, 2019",4,0
3512,1623,43,"담배 바닐라 초콜릿 커피 삼나무 다크 초콜릿 체리 라즈베리 레드 체리 딸기 가죽 스모크 자두 블랙베리 블랙 체리 감초 토스트 치즈 토스트 빵","Aug 3, 2019",4,2
3513,906,43,"아주 좋은 리오자
중간 루비색
잘 익은 빨간 과일, 체리, 홍매실, 딸기, 빨간 커런트, 잼, 말린 크랜베리, 튀긴 체리, 바닐라, 초콜릿의 향.
과일 산도가 좋고 밸런스가 좋은 와인.
길고 우아하게 끝내다.","Aug 27, 2020",4,64
3514,2438,43,"맑고 중간 루비색입니다. 가넷 반지.
시큼한 체리 블루베리 잼 플럼과 바닐라를 곁들인 오크 노트로 깨끗하고 중간 정도의 강한 향기를 풍긴다.
건조함, 중간+산도, 중간+탄닌, 고알코올 및 중간+몸통. 딸기 블루베리 사워 체리 플럼 가죽을 흙으로 만든 아로마와 작은 바닐라 삼나무가 들어간 오크 노트.
중간 정도+중간 강도로 마무리하세요. 좋은 품질이다. 지금은 마실 수 있지만 노화 가능성이 있다. 균형 잡히고 복잡성이 좋습니다.","May 19, 2019",4,11
3515,2439,43,"4.1*다크 루비. 코 위 블랙베리, 다크 체리, 블루베리, 산딸기, 크랜베리, 코코아, 참나무, 연기, 젖은 가죽, 허브, 후추.

위에 언급한 것 보다 더 미각에. 균형이 잘 잡히고, 산도가 신선하고, 꽤 매끄러운 백금 탄닌이지만, 여전히 약간의 가장자리가 있다. 중간 정도의 긴 뒷맛. 이 포도주는 계속 내게 거슬렸다. 좋은 품질!

중간 정도의 몸매, 중간 정도의 산도 및 중간 정도의 탄닌.","Mar 21, 2021",4,72
3516,2440,43,"반불투명 적색 보라색이 짙어진다. 맛있지만 약간은 가라앉은 빨간색과 검은색 과일의 부케. 크랜베리, 자두, 블랙베리, 참나무, 담배, 연기, 초콜릿, 커피. 중간 정도의 체리와 감초, 잇몸에 중간 정도의 탄닌을 바르고 미각에 꽤 많은 양을 바르고 산도가 좋습니다. 아주 긴 탄닉 뒷맛. 지금 당장은 너무 어리고 무두질하지만 5-10년 더 있으면 균형잡히고 우아한 와인으로 바뀔 것 같다.","Nov 22, 2020",4,9
3517,2134,43,"과일 맛과 달콤한 향신료의 현대적인 스타일과 우수한 농도와 복잡성. 빨간 체리, 빨간 커런트, 계피, 육두구, 바닐라.
건조함, 고산도, 중간 정도의 탄닌 함유, 중간+몸매, 중간+마무리 등 과일 감성이 좋습니다.
86% 템프라닐로, 8% 가르나차, 6% 그라시아노.
프랑스산 오크나무에서 발효되고 숙성되었다.","Sep 22, 2019",4,29
3518,2441,43,"이것은 훌륭한 템프라닐로이다. 길고도 밝은 과일들로 06의 힘이 빛난다. 붉은 벽돌색을 띠지만 젊은 보라색 빛깔이 나는 코는 매우 앞쪽에 있으며 바닐라, 마르지판, 아몬드, 적포도주를 표현하고 있다. 미각이 풍부하고 길다. 이 8살 짜리 리세바가 엄청나게 술을 잘 마십니다!","Aug 28, 2014",4,3
3519,2442,43,"흙빛의 복잡한 타르트 적포도주.","Dec 12, 2013",3,1
3520,1218,43,"괜찮은 리오자. 강렬한 체리, 참나무, 향신료, 돌과일. 블랙 커런트 잼, 라즈베리 잼, 붉은 자두, 사프란 맛. 균형이 잘 잡혔어 중간 탄닌에 산도가 높아요 중간에서 전체 몸. 향신료와 과일의 긴 마무리.","Sep 7, 2019",4,65
3521,614,43,"즙이 많은 레드 체리, 레드 매실, 오크, 선미 탄닌 - 훌륭한 와인!","Jun 14, 2019",5,1
3522,2443,43,"강렬함도 좋음. 좋은 구조.

현대적이고 화려한 스타일

꽃, 보라색
붉은 과일, 체리, 붉은 자두
감초, 크림
바닐라, 커피, 초콜릿
가죽, 발사믹

m+산, m+탄닌, m몸체

지금 마시고 있어요.
다시 마실 수 있다.

템프라닐로 86% 가르나차 8% 그라시아노 6%
프렌치 오크 16개월(신규 40%)
20개월 이상 병 안에 있었대요","Aug 13, 2019",3.5,1
3523,565,43,"신선한 레드 베리 과일, 야생 딸기, 라즈베리 등을 가죽과 월계수 잎과 섞은 깨끗하고 신선하고 거의 임상적인 부케를 가지고 있다. 입구의 탄젠트와 미각이 매우 잘 균형을 이루고 있다. 이것은 입에 잘 들어가며, 야생 딸기, 산딸기, 코코아의 매우 우아하고 유연한 마무리로 이어지고, 처음부터 끝까지 이어지는 잘 판단된 구연 실에 의해 초점이 맞춰집니다. 2019년부터 마셔요.","May 24, 2017",3.5,348
3524,1077,43,"Ibiza에 있는 동안 20여 개의 와인을 마셨으며 이것은 내 팔레트에 딱 맞는다. 시작하기에 완벽한 서빙 온도. 코는 장미 꽃잎과 바다의 시골 자두빛을 강조합니다(바다바람이 영향을 줄 수 있음).벨벳처럼 부드럽지만 팔레트 중간이 팽창하여 블랙 커런트와 잘 익은 체리 타닌, 산도가 군침이 도는 확장된 마감으로 완벽한 균형을 이룹니다.","Jul 19, 2019",5,0
3525,980,43,"이 아름다운 와인을 즐기려면 3시간의 주거나 마시거나 하는 인내심이 필요하다.
빨갛고 검은 피 색.
참나무가 무성한 흙 같은 선함이 잘 익은 빨간 숲 열매와 무화과가 그 뒤를 따르고 가죽과 흙이 뒤따라가는 듯한 이차적인 것으로 길을 이끈다.
태닉과 산성으로 시작하지만 와인이 열리면서 부드럽고 긴 마무리로 변한다.","Dec 2, 2020",4.5,11
3526,2444,43,"색상이 진홍색, 코에 가죽과 담배, 흙빛과 짙은 향과 먼지가 많은 성분. 부드러운 탄닌으로 길게 마무리하세요. 아주 부드럽다.","Mar 11, 2021",4,0
3527,2445,43,"가죽 같은 음색, 흙빛, 그 나이에 비해서 여전히 매우 활기차다.","Feb 9, 2016",4.5,0
3528,2446,43,"지구적이고, 균형이 잘 잡혔고, 사슴과 나의 사랑하는 사랑으로 놀라웠다.","Oct 18, 2017",4.5,2
3529,1667,43,"4.30 - 즙이 많고 과일, 베리와 가죽의 옅은 스모키, 중간에서 대담한 구조, 부드러운 탄닌과 훌륭한 생산자!","Feb 25, 2019",4.5,15
3530,2447,43,"Rioja는 소개할 필요가 없으며, 2007년은 짙은 루비색과 약간의 갈색 아지랑이를 보이는 것으로 시작합니다.코는 멋지고, 눈에 띄는 것은 검게 익은 과일, 코코아, 체리 그리고 매우 가죽이 많고 연기 윗부분이다.미각은 발사믹과 참나무, 블랙커런트, 흙빛 언더톤과 다크 초콜릿으로 풍부하고 꽉 차 있다.나는 산도가 좋고, 타닌과 균형이 잡혀 있어서 노화 잠재력이 있다는 것을 잘 알고 있다.다른 라운드로 돌아갈 수 있는 오래 지속되는 멋진 끝.훌륭한 레드 와인과 확실한 추천.","Jul 12, 2016",4.5,13
3531,565,43,"블랙 체리, 올리브, 감초, 스모크 맛은 신선하고 부드럽고 표현이 풍부한 레드 색상에 초점이 맞춰져 있으며, 미세한 입자의 타닌이 꽃으로 마무리됩니다.","Mar 12, 2016",3.5,273
3532,3,43,"16.5/20. 체리와 바닐라. 연기. 짙은 향기. 미각에 과일과 체리. 신선하고 좋은 탄닌. 미디엄 바디.","Mar 8, 2017",4.5,9
3533,1468,43,"아주 인상적인 와인. 코코아, 가죽, 향신료를 약간 함유한 검은색과 빨간색 과일의 향기. 우아하고 균형 잡힌 실크 같은 부드러운 마감.","Apr 30, 2021",4.5,44
3534,2448,43,"루비색이 좋군요 코코아와 가죽을 곁들인 바닐라와 체리 노트. 산도가 좋고 탄닌도 잘 들어있고 노화 잠재력도 높아 긴 마무리와 맛본 후의 인상적. ","Jul 26, 2013",4.5,6
3535,2449,43,"검은 과일, 체리, 약간의 미네랄, 버섯...힘든 한 해 동안 로다에서 아주 멋진 노력을 했어 개장 후 120분만에 즐겼습니다.","Feb 21, 2021",4,5
3536,2450,43,"나의 첫 번째 리오자 레저바를 이용한 매우 소모적인 경험! 이 와인에 대한 모든 것은 풍부한 가넷과 마젠타 모양에서 시작해서 강렬했다. 커피와 약간의 미네랄이 함유된 달콤한 담배는 이 육중한 체구의 템파닐로 혼합에 대한 나의 향기로운 느낌을 완성시킨다. 미각은 차례대로 서로를 능가하는 산성과 탄닌의 상호 작용이었다. 4.1은 몇 년 후에 다시 시도해야 한다.","Apr 14, 2021",4.5,4
3537,1438,43,"아주 멋진 진한 루비 레드 색이야. 아주 두껍고, 배가 불러서, 천천히 떨어지는 눈물. 잘 익은 빨간색과 검은색 과일 아로마와 초콜릿, 박하, 미네랄이 첨가되어 있습니다. 중간 정도의 산도와 알코올을 갖춘 매우 균형 잡힌 스페인 와인","May 10, 2016",5,46
3538,1438,43,"두 번째 와인은 Confra Rio-Barra 월례 모임에서 마셨다. 아주 멋진 진한 루비 레드 색이야. 아주 두껍지도 않고, 곱지도 않고, 천천히 떨어지는 눈물. 잘 익은 빨간색과 검은색 과일 아로마와 초콜릿, 박하, 미네랄이 첨가되어 있습니다. 중간 정도의 산도와 알코올을 갖춘 매우 균형 잡힌 스페인 와인 이 놀라운 와인은 94~96 GB의 용량을 가지고 있다. 지하실에 몇 년 더 있을 수 있다. 강력 추천!!!","May 10, 2016",5,48
3539,2451,43,"울라 비니 - 리오자 #24:
외관: 루비 레드, 미디움 인텐스, 클리어
향: 진행 중, 중 (+)강화, 청결한 상태. 붉은 과일의 향기, 후추, 초본성분, 꽃의 촉감, 약간의 백피 같은 광물성.
미각 : 건조, 중간(+), 중간(+), 산도(+), 중간(+), 중간(+), 중간(+) 광택 탄닌, 중간(+) 마감
평가: 끝내주는 와인. 노화 가능성. 지금 마셔요.
아주 깨끗한 와인.","Nov 25, 2019",4,35
3540,965,43,"제가 좋아하는 라 리오자(la Rioja)의 2015년형 로다(Roda)는 지난 주말부터 자두, 블랙 커런트, 먼지, 흙, 제비꽃, 초콜릿, 향신료와 함께 와인을 마감했습니다.? 둥글게 탄닌이 인상적이고 (디캔에서 3시간 후) 간편하게 즐길 수 있으며 산도가 높아 균형감 있게 사용할 수 있습니다. 체리, 산딸기, 바닐라, 멘톨, 미네랄, 매운 노트, 시가 맛. 4.2?향","May 9, 2020",4,107
3541,2452,43,"나무 연기, 광물, 허브 그리고 물론 달콤한 검은 과일의 향기로 놀랍도록 복잡하다. 탄닌은 약간 가라앉지 않았어도 단단하지만 입천장에 균형이 잘 잡혀 있어 길고 세련된 마감으로 이어집니다. 추운 밤을 위한 멋진 리오자!!","Jul 13, 2015",4,10
3542,1478,43,"크고 복잡한 자두, 블랙 커런트, 라즈베리, 감초, 모카, 오크, 바닐라 부케. 미각에는 익은 과일, 미네랄, 참나무, 실크 탄닌이 풍부하고 깊었다. 그 포도주는 시간이 흐르면서 서서히 발전했고 확실히 큰 술을 마셔야 할 가치가 있다.","Oct 24, 2015",3.5,52
3543,1014,43,"어둡고 발달했다. 신선한 체리, 버섯, 삼나무 그리고 약간의 바닐라. 익은 탄닌, 약간 억제되지 않은 산도와 알코올. 사랑스럽지만 조금 단순하다.","Oct 11, 2015",4,1
3544,2453,43,"아름다운 밝은 체리와 사과 향이 어우러진 클래식 스타일 멋지다! 오크 타닌이 눈에 띄고 사랑스러운 버섯 향의 마감. 휘발성 산도가 눈에 띄지만 더 오래 갈 수 있다.","Oct 26, 2015",4,3
3545,788,43,"어떤 성격과 기교를 가진 사랑스러운 리오자. 블랙 커런트 잼을 연상시키는 코가 있는 우아한 미각, 살짝 일치하는 버섯. 아마도 더 나아지진 않겠지만 마시는 즐거움이 있는 와인일 것이다.","Mar 7, 2020",4,0
3546,229,43,"좋은 리오자 젊은이. 2년 전에 비해 3년 젊어진 빈티지. 어쨌든 정확히 같은 음이에요 리구아리스와 담배는 코에 바닐라 오크를 얹은 것이다. 부드러운 산도와 입천장에 블랙베리를 곁들인 실크 탄닌. 중간 크기의 바디 및 중간 크기의 바닐라 오크 마감. 질감은 좋지만 층과 복잡성이 부족하다. 이득은 확실히 장기간의 셀러링이다. 버섯 리조또와 잘 어울린다.","Sep 28, 2018",4,26
3547,1689,43,"어둡고 짙은 흙빛의 향과 익힌 자두와 향신료를 곁들여라. 고급스러운 입의 느낌은 블랙 체리, 블랙 감초, 담배, 가죽을 특징으로 합니다. 더블린에 있는 두 번째 와인바에서 버섯과 야채 리조또와 완벽하게 어울렸어요!","Sep 27, 2019",4,50
3548,2454,43,"루비 변색 가넷/냄새: 외향적이고, 맵고/습한 지하실 - 담배, 바닐라, 체리 그리고 약간의 젖은 버섯/향미: 건조하고, 탄닌이 높지만 둥글고 부드러우며 통합된, 산도 매체, 체리 블랙베리 매실 바닐라 및 초콜릿이 들어간 부드러운 팔레트
오래 지속되는 것으로 마무리 - 코보다 입 상태가 더 좋으면 몇 시간 후 카라페에서 더 잘 행동할 수 있습니다.","Nov 1, 2020",4,43
3549,2455,43,"정말 멋진 리오자야. 이 16년 된 병은 매우 균형이 잡혀 있다. 탄닌은 잘 혼합되어 있다.
나는 숲 바닥, 오크나무 그리고 정향 냄새를 맡는다.
팔레트에는 잘 익은 따뜻한 과일, 카카오, 감초 등이 첨가되어 있습니다.
이것은 리오자에게서 예상되어야 할 것이다.","Jun 29, 2017",4,12
3550,2141,43,"아주 좋은 와인이다. 대담하지만 우아한 와인, 잘 통합된 오크 와인과 과일 향과 산도 사이의 멋진 균형. 집중력이 좋고 마무리가 꽤 깁니다.
진한 루비색
중간 정도의 진한 향기
1차: 블랙베리, 블랙체리, 블루베리, 월계수 잎, 유칼립투스, 흑연
2차: 토스트, 다크 초콜릿, 삼나무
3차: 에스프레소, 포레스트 플로어
드라이 와인, 중간 산도, 중간 산도 및 약간 떫지만 미세한 탄닌, 고알코올, 전신, 중간+향미 강도
롱 피니시
14.5% - WSET4","Sep 4, 2020",4,23
3551,2456,43,"후추, 짙은 체리, 그리고 타르 기미가 있는 코.
입가에는 강하지만 부드러운 고추 베이스, 어두운 과일, 무화과와 모스코트넛을 곁들인 스모키한 마감의 떡갈나무 조금이 있다.","Oct 26, 2019",4,0
3552,2457,43,"좋은 드롭. 블랙베리와 타르. 담배는 3차 냄새로 기록된다. 최고는 아니다.","Feb 23, 2020",3.5,4
3553,2458,43,"리오자 향이 너무 독특해요. 이것은 몇 년 전에 맛봤지만 절정에 달하지 않았기 때문에 아름답게 숙성되었다. 어둠의 신비로운 과일의 향기, 흑연 약간, 그리고 당신을 엘리시움으로 데려다 줄 연기. 탄닌이 거의 없다.","Sep 10, 2018",4.5,2
3554,907,43,"지금은 오래된 빈티지인데, 이것은 광범위한 차이를 만들었다.
91%의 템프라닐로와 8%의 그라시아노 그리고 14개월 동안 숙성된 마주엘로 포도 몇 방울로 만든 프랑스산 오크나무.
코는 화려하고 검은 과일, 심지어 체리와 딸기류, 밀크 초콜릿, 월계수, 흑연 노트 그리고 달콤한 허브에 초점을 맞춘 다소 달콤합니다.
둥근 탄닌과 부드러운 산도, 어두운 과일, 뽕과 발라믹 음으로 이루어진 강력한 맛과 정말 멋진 구조.","Mar 15, 2020",4,65
3555,886,43,"90% 템프라닐로, 6% 그라시아노, 4% 가르나차의 혼합.
검은 과일, 체리, 감초, 바닐라, 구운 빵, 입천장에 크고 까맣고 빨간 과일, 달콤하게 익은 타닌은 완전히 통합되어 있고, 기분 좋은 신선한 산도, 지금 아주 멋지게 마시고, 90DSP.","Jan 8, 2016",4,74
3556,594,43,"잘 익은 빨간 과일의 향기. 술이 든 과일. 자두를 말리다. 유칼립투스, 감초 검은 고추와 분홍색 고추. 젖색, 토피, 구운 견과류, 터론 드 지조나. 카닉. 끔찍하다. 우아한 숲. 그것은 매우 흥미롭고, 진부하다. 볼륨, 홍합 구심점. 복잡하고 정교하다.","Dec 29, 2020",4,101
3557,564,43,"이 와인은 25달러에 많은 와인을 받을 수 있는데 마시기 좋은 와인입니다. 깊은 색깔, 검은 과일과 코에 있는 나무, 미각은 부드럽고 크리미하고, 군침이 도는 검은 과일과 블랙베리, 약간의 감초, 부드러운 토스트 그리고 바리케이다. 여운이 있고, 약간 건조하다 - 좋다!","Mar 4, 2016",4,85
